0,0,1274.4,203.17
1,0,1247.2,406.98
0,32.869,1202.7,245.58
1,32.869,1160.6,427.4
0,67.398,920.18,342.03
1,67.398,868.3,487.96
0,98.144,920.87,323.05
1,98.144,879.98,482.72
0,130.91,919.54,326.41
1,130.91,880.58,478.58
0,164.89,938.65,310.51
1,164.89,896.66,466.68
0,195.18,940.17,295.23
1,195.18,918.65,456.46
0,232.86,1216,164.48
1,232.86,57.999,908.54
0,265.84,NaN,NaN
1,265.84,NaN,NaN
0,297.08,NaN,NaN
1,297.08,NaN,NaN
0,332.24,NaN,NaN
1,332.24,NaN,NaN
0,359.89,1292.1,1331.5
1,359.89,NaN,NaN
0,396.28,NaN,NaN
1,396.28,NaN,NaN
0,430.1,NaN,NaN
1,430.1,NaN,NaN
0,464.53,976.22,295.02
1,464.53,982.59,511.96
0,495.53,982.87,297.04
1,495.53,959.66,454.06
0,532.82,986.27,302.19
1,532.82,956.7,458.14
0,567.93,1071.7,280.65
1,567.93,1033,446.33
0,599.45,1044.1,284.13
1,599.45,1005,446.8
0,628.13,1079.6,281.92
1,628.13,1034.7,446.75
0,659.92,1042.4,449.34
1,659.92,938.81,658.29
0,698.84,1010.9,458.41
1,698.84,922.35,659
0,730.94,1032.6,453.86
1,730.94,943.77,662.08
0,760.97,1004.9,460.7
1,760.97,922.61,661.32
0,798.97,985.58,459.15
1,798.97,903.85,663.7
0,832.92,1105.9,443.12
1,832.92,1017.7,653.58
0,865.95,1276,418.94
1,865.95,1183.8,644.7
0,894.93,1242.2,423.25
1,894.93,1150,642.04
0,930.51,1242,409.17
1,930.51,1155.7,630.49
0,967.12,1237.8,398.4
1,967.12,1149.1,614.18
0,1005.7,1246.6,402.05
1,1005.7,1149.5,616.61
0,1035.1,1241,396.44
1,1035.1,1144.3,615.41
0,1066,1103.7,414.97
1,1066,1004.4,631.15
0,1098.9,1233.6,396.1
1,1098.9,1137.2,615.59
0,1132.9,1311.5,380.68
1,1132.9,1210.6,601.8
0,1163.1,1270.5,375.19
1,1163.1,1166.8,594.97
0,1194.9,1277.7,375.21
1,1194.9,1175.1,603.23
0,1232.1,1328.4,365.07
1,1232.1,1228.5,594.73
0,1263.4,1303.8,368.31
1,1263.4,1204.2,592.02
0,1297.1,1114.8,471.17
1,1297.1,983.03,649.63
0,1330.7,1096,471.49
1,1330.7,969.76,647.46
0,1358.9,1073,474.32
1,1358.9,945.25,648.52
0,1396.1,1024.8,462.1
1,1396.1,904.45,644.03
0,1430,1007,468.62
1,1430,884.32,645.31
0,1462.1,1014.1,459.4
1,1462.1,894.55,635.65
0,1497.7,1141.9,446.5
1,1497.7,1022.8,655.65
0,1529.3,1226.1,428.77
1,1529.3,1108.5,650.03
0,1562.9,1186.4,419.48
1,1562.9,1075.4,636.67
0,1593.9,1205,414.62
1,1593.9,1099.9,638.08
0,1633.4,1192.3,401.37
1,1633.4,1088.2,619.49
0,1668.3,1181.1,400
1,1668.3,1078.3,617.77
0,1696.6,1255.1,349.49
1,1696.6,1136.1,563.15
0,1734.9,1087,385.28
1,1734.9,973.92,597.24
0,1764,1076.7,372.6
1,1764,969.2,587.24
0,1800,1041.9,358.84
1,1800,940.43,573.67
0,1833.2,1058.7,353.06
1,1833.2,956.32,565.07
0,1861.9,1051.7,355.77
1,1861.9,953.63,572.21
0,1895.9,1202.4,552.54
1,1895.9,1026.5,798.41
0,1929.8,1202.6,621.57
1,1929.8,1049.2,873.38
0,1965,1217.7,621.31
1,1965,1078.3,868.77
0,1993.9,1205.3,624.83
1,1993.9,1074.1,871.46
0,2028.9,1360.1,601.66
1,2028.9,1235.5,852.09
0,2062.9,1317.3,598.14
1,2062.9,1196.4,846.88
0,2092.9,1147.5,606.7
1,2092.9,1029.5,844.92
0,2134,1071.9,450.59
1,2134,930.29,663.76
0,2162.6,1061.7,449.55
1,2162.6,934.87,661.44
0,2192.5,1047.3,450.66
1,2192.5,933.44,653.73
0,2228.9,1027.7,447.22
1,2228.9,917.86,657.04
