0,0,1096.3,265.85
1,0,1063,478.58
0,38.083,1087.4,272.17
1,38.083,1045.9,484.52
0,70.208,1035.2,275.39
1,70.208,977.62,470.17
0,104.24,980.62,283.17
1,104.24,922.78,474.39
0,135.06,991.98,283.7
1,135.06,936.83,481.82
0,179.81,857,294.71
1,179.81,804.78,492.58
0,206.03,840.48,302.25
1,206.03,791.88,496.33
0,239.33,877.38,297.73
1,239.33,822.08,508.84
0,270.59,1079.4,273.39
1,270.59,1036.2,514.89
0,305.72,1060.8,266.52
1,305.72,1015.6,500.39
0,333.03,1071.3,254.55
1,333.03,1024.8,486.83
0,372.03,1084.4,254.15
1,372.03,1029.1,479.68
0,400.02,1085.7,251.17
1,400.02,1028.8,481.33
0,438.11,1068.5,258.64
1,438.11,1006.8,480.59
0,470.06,975.32,348.88
1,470.06,871.1,554.72
0,502.08,880.93,417.77
1,502.08,773.29,613.67
0,537.25,894.89,424.25
1,537.25,791.72,618.86
0,568.56,892.96,414.68
1,568.56,792.84,609.03
0,601.07,880.28,402.95
1,601.07,782.14,598.6
0,638.38,898.94,414.3
1,638.38,798.03,607.77
0,670.31,876.57,422.46
1,670.31,784.32,618.62
0,701.99,896.23,414.27
1,701.99,795.99,614.65
0,736.07,926.57,419.89
1,736.07,830.91,614.25
0,766.47,952.11,425.4
1,766.47,855.02,631.05
0,804.23,914.73,407.86
1,804.23,814.53,604.73
0,831.45,490.83,134.89
1,831.45,198.75,146.13
0,870.1,459.85,70.272
1,870.1,152.79,59.22
0,901.02,475.16,78.01
1,901.02,177.38,70.234
0,934.02,443.81,74.556
1,934.02,159.32,62.481
0,966.16,411.65,80.213
1,966.16,117.66,79.814
0,1002.1,416.57,58.232
1,1002.1,134.3,73.679
0,1037.1,410.43,56.204
1,1037.1,167.81,46.179
0,1067.7,432.49,59.008
1,1067.7,183.11,54.101
0,1101.1,356.48,58.652
1,1101.1,107.26,12.849
0,1134.1,257.19,67.119
1,1134.1,-15.192,23.829
0,1170.7,241.47,60.732
1,1170.7,-37.099,16.956
0,1200.6,240.39,103.46
1,1200.6,-43.699,69.675
0,1232.7,850.5,335.82
1,1232.7,624,537.21
0,1269.4,904.2,422.44
1,1269.4,730.8,624.85
0,1303.3,870.56,432.59
1,1303.3,714.61,638.05
0,1334.9,868.33,464.26
1,1334.9,727.68,661.79
0,1368.5,898.72,441.34
1,1368.5,770.61,637.49
0,1402.7,982.09,438.57
1,1402.7,857.17,635.98
0,1434.1,1039.3,404.38
1,1434.1,905.31,583.74
0,1469,563.42,127.28
1,1469,338.68,110.82
0,1504.1,486.86,123.65
1,1504.1,200.24,135.29
0,1533.3,487.38,127.1
1,1533.3,208.44,136.92
0,1569,492.22,125.27
1,1569,231.2,140.29
0,1598.4,489.65,124.96
1,1598.4,237.2,139.1
0,1634.6,452.5,129.58
1,1634.6,196.46,142.25
0,1665.5,393.93,126.1
1,1665.5,178.59,139.13
0,1702.1,369.78,111.16
1,1702.1,131,108.64
0,1732.1,341.06,106.84
1,1732.1,80.687,97.489
0,1768.1,438.71,88.471
1,1768.1,162.52,84.015
0,1798.6,420.96,92.434
1,1798.6,159.19,75.936
0,1834.1,422.73,78.663
1,1834.1,153.75,73.787
0,1872.1,699.89,233.07
1,1872.1,516.29,379.94
0,1903.7,1227.8,524.62
1,1903.7,999,738.33
0,1933.4,1181,534.66
1,1933.4,1007.2,735.96
0,1973.6,970.74,595.28
1,1973.6,817.06,801.79
0,2000.5,963.65,573.23
1,2000.5,829.37,792.26
0,2032.3,918.56,559.85
1,2032.3,792.56,775.02
0,2064.1,917.11,547.03
1,2064.1,795.99,757.98
0,2101.3,946.58,533.75
1,2101.3,836.17,749.6
0,2132.4,967.37,517.22
1,2132.4,853.16,734.93
0,2165.1,1030.8,502.61
1,2165.1,922.23,719.85
0,2197.2,1034,504.82
1,2197.2,927.45,731.37
0,2232.1,1045.1,510.21
1,2232.1,942.51,732.39
0,2265.3,1086.6,518.5
1,2265.3,982.31,742.35
0,2299.4,1069.7,514.07
1,2299.4,965.76,740.16
0,2328.4,1045.4,506.32
1,2328.4,953.83,740.04
0,2371.2,1048.9,508.18
1,2371.2,953.2,735.4
0,2403.8,885.15,541.44
1,2403.8,799.29,769.18
0,2435,879.79,539.09
1,2435,792.03,763.77
0,2469.4,897.31,526.9
1,2469.4,809.77,762.23
0,2495.3,1051,503.83
1,2495.3,970.41,732.37
0,2534.5,861.63,509.78
1,2534.5,780.67,742.51
0,2564,876.32,513.06
1,2564,792.77,741.56
0,2598.1,869.79,521.26
1,2598.1,785.66,757.18
0,2630,860.67,517.88
1,2630,778.06,750.47
0,2665.1,875.82,518.32
1,2665.1,800.47,745.18
0,2700.3,876.76,523.34
1,2700.3,799.89,755.58
0,2735.4,881.52,526.4
1,2735.4,799.64,767.63
0,2765.1,884.74,535.97
1,2765.1,805.78,767.39
0,2798.1,893.38,605.83
1,2798.1,813.02,890.12
0,2834.1,NaN,NaN
1,2834.1,NaN,NaN
0,2862.9,NaN,NaN
1,2862.9,NaN,NaN
0,2897.1,NaN,NaN
1,2897.1,NaN,NaN
0,2931.1,2285.1,1282.9
1,2931.1,NaN,NaN
0,2965.2,976.41,541.7
1,2965.2,NaN,NaN
0,3000.2,971.14,501.57
1,3000.2,966.34,728.07
0,3031.1,1029.4,512.34
1,3031.1,1004.2,740.46
0,3064.1,974.9,535.49
1,3064.1,947.71,756.04
0,3098,1025.5,520.84
1,3098,998.28,751.32
0,3130.1,1013.6,519.93
1,3130.1,983.94,746.34
0,3166.1,1006.1,520.71
1,3166.1,956.87,740.91
0,3197.3,1042,515.25
1,3197.3,993.27,740.23
0,3232.3,1034.3,519.19
1,3232.3,977.12,746.69
0,3264.3,1037.5,532.83
1,3264.3,968.7,762.27
0,3295.1,1046.5,545.31
1,3295.1,978.23,780.76
0,3331.2,1062.2,542.44
1,3331.2,989.75,781.15
0,3364.2,1061,568.19
1,3364.2,973.82,812.93
0,3399.3,1076.9,634.82
1,3399.3,982.3,901.64
0,3432.2,1134,617.89
1,3432.2,1037,879.55
0,3465.1,1195.1,598.2
1,3465.1,1096.2,856.39
0,3497.3,1146,597.49
1,3497.3,1049.8,857.38
0,3528.5,1186.3,606.64
1,3528.5,1096.3,874.55
0,3563.6,1195.2,585.58
1,3563.6,1103.3,855.5
0,3596.4,1103.7,617.02
1,3596.4,979.21,864.54
0,3627.1,985.98,622.97
1,3627.1,863.18,857.5
0,3663.2,985.96,621.11
1,3663.2,866.27,848.49
0,3697.1,920.62,614.16
1,3697.1,801.44,847.81
0,3725,921.92,613.76
1,3725,802.13,843.41
0,3763.2,721.02,635.87
1,3763.2,601.29,865.13
0,3799.2,733.13,625
1,3799.2,613.41,850.73
0,3833.4,756.66,637.01
1,3833.4,636.84,860.32
0,3864.1,752.48,637.01
1,3864.1,633.92,858.37
0,3895.6,1218.6,593.83
1,3895.6,1073.8,866.02
0,3929,1262.8,598.65
1,3929,1127.6,871.55
0,3966.1,1271.1,586.69
1,3966.1,1139.5,862.7
0,3998.1,1154.2,610.08
1,3998.1,1031.5,879.32
0,4031.1,1112.3,599.81
1,4031.1,986.99,864.45
0,4062.3,1264.8,587.39
1,4062.3,1145.3,859.31
0,4097.1,1318.9,582.31
1,4097.1,1194.9,851.08
0,4130.2,1307.4,585.71
1,4130.2,1182.4,855.3
0,4159.2,1307.5,552.53
1,4159.2,1187.2,826.73
0,4197.1,1320.2,543.96
1,4197.1,1196.9,814.77
0,4230.2,1328.9,545.03
1,4230.2,1199.6,819.16
0,4265.3,1291.5,548.3
1,4265.3,1171.7,814.87
0,4296.4,1329,591.54
1,4296.4,1191.5,872.19
0,4328.2,1349,588.34
1,4328.2,1213.8,881.57
0,4365.4,1355.4,597.29
1,4365.4,1220.6,886.65
0,4396.6,1399.3,583.24
1,4396.6,1259.5,878.68
0,4429.2,1398.3,581.82
1,4429.2,1267.5,873.1
0,4459.1,1385.4,587.33
1,4459.1,1261.4,878.9
0,4496.1,1204.8,602.94
1,4496.1,1076.5,892.35
0,4530.2,1212.6,609.7
1,4530.2,1078.9,893.57
0,4560.3,1349.9,595.39
1,4560.3,1218.1,884.67
0,4596.1,1374.7,569.86
1,4596.1,1246.3,852.9
0,4631.1,1381.8,572.76
1,4631.1,1246.7,858.5
0,4661.2,1340.9,577.83
1,4661.2,1204.7,861.12
0,4694.1,1329.3,569.02
1,4694.1,1195.8,857.23
0,4728.1,1362.1,566.32
1,4728.1,1215.8,851.94
0,4771.3,1374.7,560.26
1,4771.3,1234.8,847.15
0,4806.4,1379.7,547.28
1,4806.4,1242.6,835.85
